date,open,high,low,close,volume,Name
2017-07-03,75.83999633789062,76.33999633789062,75.08000183105469,75.36000061035156,4848600.0,WMT
2017-07-05,75.55000305175781,75.94999694824219,75.16999816894531,75.31999969482422,6036900.0,WMT
2017-07-06,75.3499984741211,75.97000122070312,75.23999786376953,75.47000122070312,6161800.0,WMT
2017-07-07,75.6500015258789,75.81999969482422,75.05000305175781,75.33000183105469,5307100.0,WMT
2017-07-10,75.1500015258789,75.30999755859375,73.12999725341797,73.2300033569336,15066700.0,WMT
2017-07-11,73.37999725341797,74.05000305175781,73.33000183105469,73.47000122070312,7532600.0,WMT
2017-07-12,73.66000366210938,74.20999908447266,73.66000366210938,73.94000244140625,5700200.0,WMT
2017-07-13,74.66999816894531,75.25,74.51000213623047,75.05000305175781,8160500.0,WMT
2017-07-14,76.2699966430664,76.55999755859375,75.91000366210938,76.33999633789062,9151900.0,WMT
2017-07-17,76.29000091552734,76.87000274658203,76.19000244140625,76.37000274658203,8835600.0,WMT
2017-07-18,76.25,76.54000091552734,76.0,76.19999694824219,4314900.0,WMT
2017-07-19,76.08000183105469,76.22000122070312,75.5999984741211,75.87000274658203,5313600.0,WMT
2017-07-20,75.9800033569336,76.25,75.69999694824219,76.0199966430664,4965400.0,WMT
2017-07-21,75.83999633789062,76.2300033569336,75.55000305175781,76.1500015258789,7153300.0,WMT
2017-07-24,76.02999877929688,77.16000366210938,76.02999877929688,76.88999938964844,7388000.0,WMT
2017-07-25,77.61000061035156,78.86000061035156,77.38999938964844,78.5199966430664,11504000.0,WMT
2017-07-26,78.55000305175781,79.16999816894531,77.94000244140625,78.9000015258789,6716100.0,WMT
2017-07-27,78.72000122070312,79.86000061035156,78.4800033569336,79.77999877929688,8052500.0,WMT
2017-07-28,79.80000305175781,79.95999908447266,79.54000091552734,79.80999755859375,4975200.0,WMT
2017-07-31,79.81999969482422,80.33999633789062,79.69000244140625,79.98999786376953,6263200.0,WMT
2017-08-01,80.25,80.7300033569336,80.0,80.5,5726500.0,WMT
2017-08-02,80.33999633789062,81.11000061035156,80.30000305175781,80.52999877929688,8673000.0,WMT
2017-08-03,81.33999633789062,81.76000213623047,80.66999816894531,80.87000274658203,9946900.0,WMT
2017-08-04,81.05999755859375,81.4000015258789,80.20999908447266,80.4800033569336,7141800.0,WMT
2017-08-07,80.56999969482422,81.44999694824219,80.54000091552734,81.27999877929688,5484500.0,WMT
2017-08-08,81.16999816894531,81.86000061035156,80.9000015258789,81.58999633789062,7381400.0,WMT
2017-08-09,81.11000061035156,81.98999786376953,80.9000015258789,81.61000061035156,6606500.0,WMT
2017-08-10,81.06999969482422,81.4000015258789,80.55000305175781,80.66000366210938,8045000.0,WMT
2017-08-11,80.7300033569336,81.25,80.36000061035156,80.4000015258789,7905500.0,WMT
2017-08-14,80.58999633789062,81.23999786376953,80.5,80.69999694824219,7792000.0,WMT
2017-08-15,80.83000183105469,81.4000015258789,80.54000091552734,80.7699966430664,7066100.0,WMT
2017-08-16,81.2699966430664,81.44000244140625,80.54000091552734,80.9800033569336,11536000.0,WMT
2017-08-17,78.8499984741211,79.80999755859375,78.33000183105469,79.69999694824219,17293700.0,WMT
2017-08-18,79.62000274658203,80.3499984741211,79.27999877929688,79.30999755859375,9753000.0,WMT
2017-08-21,79.12000274658203,80.06999969482422,78.79000091552734,79.70999908447266,9613900.0,WMT
2017-08-22,79.80000305175781,80.16000366210938,79.70999908447266,80.0199966430664,6546100.0,WMT
2017-08-23,80.3499984741211,80.55999755859375,79.87999725341797,79.95999908447266,7799300.0,WMT
2017-08-24,80.61000061035156,80.87999725341797,77.8499984741211,78.33999633789062,19128000.0,WMT
2017-08-25,78.5,79.08999633789062,78.4800033569336,78.62999725341797,9902200.0,WMT
2017-08-28,78.41000366210938,78.45999908447266,77.86000061035156,78.02999877929688,8621500.0,WMT
2017-08-29,77.66999816894531,78.9800033569336,77.5,78.7699966430664,7665200.0,WMT
2017-08-30,78.81999969482422,79.0999984741211,78.5199966430664,78.54000091552734,5829800.0,WMT
2017-08-31,78.5999984741211,78.75,78.05999755859375,78.06999969482422,8194800.0,WMT
2017-09-01,78.30999755859375,78.5,78.20999908447266,78.37000274658203,6474400.0,WMT
2017-09-05,77.94999694824219,79.88999938964844,77.9000015258789,79.80000305175781,12068500.0,WMT
2017-09-06,79.87999725341797,80.4000015258789,79.72000122070312,80.08000183105469,8426100.0,WMT
2017-09-07,80.31999969482422,80.76000213623047,80.0,80.12000274658203,6820800.0,WMT
2017-09-08,79.73999786376953,79.87999725341797,77.7300033569336,78.87999725341797,9999600.0,WMT
2017-09-11,79.1500015258789,79.3499984741211,78.66000366210938,79.08000183105469,7000200.0,WMT
2017-09-12,79.30000305175781,79.91000366210938,79.16999816894531,79.61000061035156,6005000.0,WMT
2017-09-13,79.61000061035156,80.68000030517578,79.58999633789062,79.86000061035156,8823700.0,WMT
2017-09-14,79.79000091552734,79.81999969482422,79.22000122070312,79.68000030517578,6939300.0,WMT
2017-09-15,79.80999755859375,80.75,79.2699966430664,80.37999725341797,13317800.0,WMT
2017-09-18,80.20999908447266,81.12000274658203,79.94999694824219,80.0,8176100.0,WMT
2017-09-19,80.18000030517578,80.45999908447266,79.69999694824219,80.05000305175781,6174400.0,WMT
2017-09-20,80.16999816894531,80.55999755859375,79.87000274658203,80.5,5318200.0,WMT
2017-09-21,80.56999969482422,80.56999969482422,79.72000122070312,80.01000213623047,6430300.0,WMT
2017-09-22,79.88999938964844,80.08000183105469,79.25,79.52999877929688,5755300.0,WMT
2017-09-25,78.91999816894531,80.0999984741211,78.86000061035156,79.1500015258789,8547800.0,WMT
2017-09-26,79.04000091552734,79.54000091552734,78.91999816894531,79.38999938964844,5835300.0,WMT
2017-09-27,79.41999816894531,79.56999969482422,78.66999816894531,79.29000091552734,6314600.0,WMT
2017-09-28,79.0,79.08000183105469,78.12000274658203,78.94999694824219,12372800.0,WMT
2017-09-29,78.8499984741211,79.0,77.9800033569336,78.13999938964844,10353400.0,WMT
2017-10-02,77.9000015258789,78.83000183105469,77.5,78.44999694824219,7709200.0,WMT
2017-10-03,78.83000183105469,79.66000366210938,78.75,79.22000122070312,7936700.0,WMT
2017-10-04,79.2699966430664,79.77999877929688,79.06999969482422,79.08999633789062,6173400.0,WMT
2017-10-05,79.16999816894531,79.80999755859375,79.08000183105469,79.41000366210938,5138700.0,WMT
2017-10-06,78.77999877929688,79.16999816894531,78.25,79.0,6246700.0,WMT
2017-10-09,79.5,81.37999725341797,79.4000015258789,80.52999877929688,13493000.0,WMT
2017-10-10,82.68000030517578,84.87999725341797,82.61000061035156,84.12999725341797,25124000.0,WMT
2017-10-11,84.58000183105469,86.29000091552734,84.0999984741211,85.7300033569336,18561000.0,WMT
2017-10-12,85.69999694824219,86.37000274658203,85.05999755859375,86.0999984741211,12877000.0,WMT
2017-10-13,86.23999786376953,86.94999694824219,86.23999786376953,86.62000274658203,9389000.0,WMT
2017-10-16,86.58000183105469,86.62000274658203,85.0199966430664,85.73999786376953,9300300.0,WMT
2017-10-17,85.5,86.36000061035156,85.31999969482422,85.9800033569336,5851500.0,WMT
2017-10-18,86.1500015258789,86.37000274658203,86.01000213623047,86.22000122070312,5472100.0,WMT
2017-10-19,86.1500015258789,86.66000366210938,85.7699966430664,86.4000015258789,7029000.0,WMT
2017-10-20,86.5999984741211,87.44999694824219,86.27999877929688,87.44000244140625,7617800.0,WMT
